Received	Last location	Reason	Speed (kph)	Mileage (km)	Heading	GPS	Installed	Button	Door	Main power	Light	Temperature	Address	Longitude	Latitude	Altitude (m)	Name	transporter (MMSI)
8/11/2017 9:13	8/11/2017 9:13	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	54% / 3.87v	_	31.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5389	31.1126	22	591016	
8/11/2017 11:13	8/11/2017 11:13	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	54% / 3.87v	_	29.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1125	_	591016	
8/11/2017 13:13	8/11/2017 13:13	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	56% / 3.88v	_	28.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5387	31.1126	24	591016	
8/11/2017 15:13	8/11/2017 15:13	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	56% / 3.88v	_	27.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5389	31.1126	4	591016	
8/11/2017 17:13	8/11/2017 17:13	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	54% / 3.87v	_	29.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	4	591016	
8/11/2017 19:14	8/11/2017 19:14	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	54% / 3.87v	_	36.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	14	591016	
8/11/2017 21:14	8/11/2017 21:14	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	52% / 3.86v	_	43.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	15	591016	
8/11/2017 23:14	8/11/2017 23:14	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	47.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	16	591016	
8/12/2017 1:14	8/12/2017 1:14	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	49.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	20	591016	
8/12/2017 3:14	8/12/2017 3:14	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	52% / 3.86v	_	46.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5387	31.1126	11	591016	
8/12/2017 5:14	8/12/2017 5:14	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	52% / 3.86v	_	39.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	17	591016	
8/12/2017 7:15	8/12/2017 7:15	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	54% / 3.87v	_	34.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	27	591016	
8/12/2017 9:15	8/12/2017 9:15	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	54% / 3.87v	_	31.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	16	591016	
8/12/2017 11:15	8/12/2017 11:15	Tracking	0	0	0	5 / On / Valid	Off	Off	Opened	54% / 3.87v	_	29.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	11	591016	
8/12/2017 13:15	8/12/2017 13:15	Tracking	0	0	64	4 / On / Valid	Off	Off	Opened	54% / 3.87v	_	28.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	12	591016	
8/12/2017 15:15	8/12/2017 15:15	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	54% / 3.87v	_	27.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	8	591016	
8/12/2017 17:15	8/12/2017 17:15	Logging	0	0	0	5 / On / Valid	Off	Off	Opened	54% / 3.87v	_	28.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	7	591016	
8/12/2017 17:15	8/12/2017 17:15	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	54% / 3.87v	_	28.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	9	591016	
8/12/2017 19:15	8/12/2017 19:15	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	52% / 3.86v	_	36.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1127	9	591016	
8/12/2017 21:16	8/12/2017 21:16	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	46.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	11	591016	
8/12/2017 23:15	8/12/2017 23:15	Logging	0	0	0	6 / On / Valid	Off	Off	Opened	50% / 3.85v	_	49.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	2	591016	
8/12/2017 23:16	8/12/2017 23:16	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	49.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	9	591016	
8/13/2017 1:16	8/13/2017 1:16	Location update (Tracking)	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	48.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5387	31.1127	27	591016	
8/13/2017 3:16	8/13/2017 3:16	Logging	0	0	0	5 / On / Valid	Off	Off	Opened	50% / 3.85v	_	45.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5386	31.1125	24	591016	
8/13/2017 3:16	8/13/2017 3:16	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	45.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	12	591016	
8/13/2017 5:16	8/13/2017 5:16	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	39.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	4	591016	
8/13/2017 7:16	8/13/2017 7:16	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	52% / 3.86v	_	34.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5387	31.1127	32	591016	
8/13/2017 9:17	8/13/2017 9:17	Location update (Tracking)	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	30.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5389	31.1126	_	591016	
8/13/2017 11:17	8/13/2017 11:17	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	52% / 3.86v	_	29.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5387	31.1125	17	591016	
8/13/2017 13:17	8/13/2017 13:17	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	52% / 3.86v	_	27.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5387	31.1126	19	591016	
8/13/2017 15:17	8/13/2017 15:17	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	54% / 3.87v	_	26.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	6	591016	
8/13/2017 17:17	8/13/2017 17:17	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	52% / 3.86v	_	28.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	6	591016	
8/13/2017 19:17	8/13/2017 19:17	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	52% / 3.86v	_	36.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	12	591016	
8/13/2017 21:18	8/13/2017 21:18	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	43.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	15	591016	
8/13/2017 23:18	8/13/2017 23:18	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	50.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	9	591016	
8/14/2017 1:18	8/14/2017 1:18	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	51.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1127	8	591016	
8/14/2017 3:18	8/14/2017 3:18	Tracking	0	0	0	6 / On / Valid	Off	Off	Opened	48% / 3.84v	_	44.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	9	591016	
8/14/2017 5:18	8/14/2017 5:18	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	37.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	13	591016	
8/14/2017 7:18	8/14/2017 7:18	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	33.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	11	591016	
8/14/2017 9:18	8/14/2017 9:18	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	31.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5389	31.1126	1	591016	
8/14/2017 11:19	8/14/2017 11:19	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	52% / 3.86v	_	29.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	13	591016	
8/14/2017 13:19	8/14/2017 13:19	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	52% / 3.86v	_	28.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	4	591016	
8/14/2017 15:19	8/14/2017 15:19	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	52% / 3.86v	_	27.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1126	13	591016	
8/14/2017 17:19	8/14/2017 17:19	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	52% / 3.86v	_	29.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5388	31.1125	18	591016	
8/14/2017 19:19	8/14/2017 19:19	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	35.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5391	31.1122	13	591016	
8/14/2017 21:19	8/14/2017 21:20	Location update (Tracking)	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	41.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5392	31.1122	14	591016	
8/14/2017 23:19	8/14/2017 23:19	Logging	0	0	0	4 / On / Valid	Off	Off	Opened	48% / 3.84v	_	43.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5392	31.1122	17	591016	
8/14/2017 23:20	8/14/2017 23:19	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	43.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5392	31.1122	17	591016	
8/15/2017 1:20	8/15/2017 1:20	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	40.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5391	31.1123	45	591016	
8/15/2017 3:20	8/15/2017 3:20	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	38.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5392	31.1123	18	591016	
8/15/2017 5:20	8/15/2017 5:20	Location update (Tracking)	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	34.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5392	31.1123	2	591016	
8/15/2017 7:20	8/15/2017 7:20	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	31.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5391	31.1122	12	591016	
8/15/2017 9:20	8/15/2017 9:20	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	29.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5392	31.1123	15	591016	
8/15/2017 11:21	8/15/2017 11:21	Location update (Tracking)	0	0	0	7 / On / Valid	Off	Off	Opened	44% / 3.82v	_	28.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5392	31.1122	20	591016	
8/15/2017 13:21	8/15/2017 13:21	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	26.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5392	31.1123	_	591016	
8/15/2017 15:20	8/15/2017 15:20	Logging	0	0	0	6 / On / Valid	Off	Off	Opened	50% / 3.85v	_	26.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5392	31.1122	14	591016	
8/15/2017 15:21	8/15/2017 15:21	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	26.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5392	31.1122	10	591016	
8/15/2017 17:20	8/15/2017 17:20	Logging	0	0	0	5 / On / Valid	Off	Off	Opened	50% / 3.85v	_	27.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5393	31.1123	_	591016	
8/15/2017 17:21	8/15/2017 17:21	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	27.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5392	31.1123	29	591016	
8/15/2017 19:21	8/15/2017 19:21	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	34.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5391	31.1121	21	591016	
8/15/2017 21:21	8/15/2017 21:21	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	43.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5392	31.1122	27	591016	
8/15/2017 23:21	8/15/2017 23:21	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	50.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5391	31.1122	9	591016	
8/16/2017 1:22	8/16/2017 1:22	Tracking	0	0	0	6 / On / Valid	Off	Off	Opened	46% / 3.83v	_	52.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5391	31.1122	38	591016	
8/16/2017 3:21	8/16/2017 3:21	Logging	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	48.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5391	31.1122	22	591016	
8/16/2017 3:22	8/16/2017 3:22	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	48.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5391	31.1122	19	591016	
8/16/2017 5:22	8/16/2017 5:22	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	42.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5392	31.1123	4	591016	
8/16/2017 7:22	8/16/2017 7:22	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	37.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5391	31.1122	1	591016	
8/16/2017 9:22	8/16/2017 9:22	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	33.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5391	31.1123	9	591016	
8/16/2017 11:22	8/16/2017 11:22	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	30.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5392	31.1123	4	591016	
8/16/2017 13:22	8/16/2017 13:23	Location update (Tracking)	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	28.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5391	31.1123	_	591016	
8/16/2017 15:22	8/16/2017 15:22	Logging	0	0	0	6 / On / Valid	Off	Off	Opened	50% / 3.85v	_	27.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5391	31.1121	15	591016	
8/16/2017 15:23	8/16/2017 15:23	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	50% / 3.85v	_	27.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5391	31.1121	23	591016	
8/16/2017 17:23	8/16/2017 17:23	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	28.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5391	31.1121	4	591016	
8/16/2017 19:23	8/16/2017 19:23	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	36.0c	"GA, Thalmann (Port Brunswick (USA))"	-81.5391	31.1121	15	591016	
8/16/2017 20:41	8/16/2017 20:41	Location update (Weak impact)	0	0	0	5 / On / Valid	Off	Off	Opened	42% / 3.81v	_	41.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5399	31.1115	_	591016	
8/16/2017 21:23	8/16/2017 21:23	Logging	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	36.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5397	31.1114	18	591016	
8/16/2017 23:23	8/16/2017 23:23	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	44.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5398	31.1115	5	591016	
8/17/2017 1:23	8/17/2017 1:23	Logging	0	0	0	6 / On / Valid	Off	Off	Opened	46% / 3.83v	_	49.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5398	31.1114	8	591016	
8/17/2017 1:23	8/17/2017 1:23	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	49.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5398	31.1114	2	591016	
8/17/2017 3:24	8/17/2017 3:24	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	47.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5398	31.1115	15	591016	
8/17/2017 5:24	8/17/2017 5:24	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	42.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5398	31.1114	4	591016	
8/17/2017 7:24	8/17/2017 7:24	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	38.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5398	31.1115	6	591016	
8/17/2017 9:23	8/17/2017 9:24	Logging	0	0	0	6 / On / Valid	Off	Off	Opened	48% / 3.84v	_	34.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5398	31.1114	_	591016	
8/17/2017 11:24	8/17/2017 11:24	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	32.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5398	31.1114	3	591016	
8/17/2017 13:24	8/17/2017 13:24	Logging	0	0	0	5 / On / Valid	Off	Off	Opened	48% / 3.84v	_	30.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5398	31.1115	10	591016	
8/17/2017 13:24	8/17/2017 13:24	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	30.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5398	31.1114	6	591016	
8/17/2017 15:24	8/17/2017 15:24	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	29.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5398	31.1114	1	591016	
8/17/2017 17:25	8/17/2017 17:25	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	48% / 3.84v	_	34.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5398	31.1114	9	591016	
8/17/2017 19:25	8/17/2017 19:25	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	41.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5398	31.1114	2	591016	
8/17/2017 21:25	8/17/2017 21:25	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	44% / 3.82v	_	49.0c	"GA, Thalmann, Credle Dr (Port Brunswick (USA))"	-81.5398	31.1115	_	591016	
8/17/2017 23:25	8/17/2017 23:25	Leaving Port Brunswick (USA)	10	0	207	6 / On / Valid	Off	Off	Opened	44% / 3.82v	_	50.0c	"GA, Woodbine, I- 95"	-81.5959	31.1055	8	591016	
8/17/2017 23:25	8/17/2017 23:25	Tracking	10	0	207	6 / On / Valid	Off	Off	Opened	44% / 3.82v	_	50.0c	"GA, Woodbine, I- 95"	-81.5959	31.1055	8	591016	
8/18/2017 0:25	8/18/2017 0:25	Logging	12	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	42.0c	"FL, Jacksonville, State Hwy 163"	-81.6348	30.4285	1	591016	
8/18/2017 1:25	8/18/2017 1:25	Logging	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	41.0c	"FL, Jacksonville, State Hwy 163"	-81.6348	30.4285	20	591016	
8/18/2017 2:25	8/18/2017 2:25	Logging	0	0	0	7 / On / Valid	Off	Off	Opened	44% / 3.82v	_	41.0c	"FL, Jacksonville, State Hwy 163"	-81.6348	30.4286	11	591016	
8/18/2017 3:25	8/18/2017 3:25	Logging	0	0	0	7 / On / Valid	Off	Off	Opened	44% / 3.82v	_	41.0c	"FL, Jacksonville, State Hwy 163"	-81.635	30.4287	4	591016	
8/18/2017 4:25	8/18/2017 4:25	Logging	0	0	0	7 / On / Valid	Off	Off	Opened	44% / 3.82v	_	39.0c	"FL, Jacksonville, State Hwy 163"	-81.6348	30.4286	6	591016	
8/18/2017 5:25	8/18/2017 5:25	Logging	0	0	0	7 / On / Valid	Off	Off	Opened	44% / 3.82v	_	38.0c	"FL, Jacksonville, State Hwy 163"	-81.6348	30.4286	17	591016	
8/18/2017 5:25	8/18/2017 5:25	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	38.0c	"FL, Jacksonville, State Hwy 163"	-81.6348	30.4285	14	591016	
8/18/2017 6:25	8/18/2017 6:25	Logging	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	36.0c	"FL, Jacksonville, State Hwy 163"	-81.6348	30.4285	10	591016	
8/18/2017 7:25	8/18/2017 7:25	Logging	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	35.0c	"FL, Jacksonville, State Hwy 163"	-81.6348	30.4285	4	591016	
8/18/2017 8:06	8/18/2017 8:06	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	34.0c	"FL, Jacksonville, State Hwy 163"	-81.6348	30.4285	9	591016	
8/18/2017 8:25	8/18/2017 8:25	Logging	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	33.0c	"FL, Jacksonville, State Hwy 163"	-81.6348	30.4285	10	591016	
8/18/2017 9:25	8/18/2017 9:26	Logging	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	32.0c	"FL, Jacksonville, State Hwy 163"	-81.6348	30.4286	2	591016	
8/18/2017 10:26	8/18/2017 10:26	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	46% / 3.83v	_	31.0c	"FL, Jacksonville, State Hwy 163"	-81.6348	30.4285	12	591016	
8/18/2017 11:26	8/18/2017 11:26	Logging	0	0	0	7 / On / Valid	Off	Off	Opened	44% / 3.82v	_	30.0c	"FL, Jacksonville, State Hwy 163"	-81.6348	30.4285	14	591016	
8/18/2017 20:07	8/18/2017 20:07	Tracking	1	0	0	7 / On / Valid	Off	Off	Opened	44% / 3.82v	_	35.0c	"FL, Fort Lauderdale, SE 25th St (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.1375	26.0918	16	591016	
8/18/2017 20:28	8/18/2017 20:27	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	44% / 3.82v	_	34.0c	"FL, Fort Lauderdale, SE 25th St (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.1376	26.0918	15	591016	
8/18/2017 21:08	8/18/2017 21:07	Tracking	0	0	0	5 / On / Valid	Off	Off	Opened	44% / 3.82v	_	34.0c	"FL, Fort Lauderdale, SE 25th St (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.1375	26.0919	_	591016	
8/18/2017 21:28	8/18/2017 21:28	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	44% / 3.82v	_	35.0c	"FL, Fort Lauderdale, SE 25th St (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.1376	26.0918	25	591016	
8/18/2017 21:48	8/18/2017 21:48	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	44% / 3.82v	_	35.0c	"FL, Fort Lauderdale, SE 25th St (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.1377	26.0919	_	591016	
8/18/2017 22:08	8/18/2017 22:08	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	44% / 3.82v	_	36.0c	"FL, Fort Lauderdale, SE 25th St (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.1376	26.0918	30	591016	
8/18/2017 22:28	8/18/2017 22:28	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	42% / 3.81v	_	36.0c	"FL, Fort Lauderdale, SE 25th St (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.1377	26.0916	55	591016	
8/18/2017 22:48	8/18/2017 22:48	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	44% / 3.82v	_	37.0c	"FL, Fort Lauderdale, SE 25th St (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.1376	26.0919	6	591016	
8/18/2017 23:08	8/18/2017 23:08	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	44% / 3.82v	_	37.0c	"FL, Fort Lauderdale, SE 25th St (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.1376	26.0918	14	591016	
8/18/2017 23:28	8/18/2017 23:28	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	44% / 3.82v	_	38.0c	"FL, Fort Lauderdale, SE 25th St (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.1376	26.0918	12	591016	
8/19/2017 3:08	8/19/2017 3:08	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	42% / 3.81v	_	39.0c	"FL, Fort Lauderdale, SE 25th St (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.1372	26.0915	18	591016	
8/19/2017 10:09	8/19/2017 10:09	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	42% / 3.81v	_	33.0c	"FL, Fort Lauderdale, State Hwy 5 (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.137	26.0914	17	591016	
8/19/2017 10:29	8/19/2017 10:29	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	42% / 3.81v	_	33.0c	"FL, Fort Lauderdale, State Hwy 5 (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.137	26.0914	4	591016	
8/19/2017 11:49	8/19/2017 11:49	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	42% / 3.81v	_	32.0c	"FL, Fort Lauderdale, SE 25th St (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.1371	26.0914	_	591016	
8/19/2017 15:10	8/19/2017 15:10	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	40% / 3.8v	_	31.0c	"FL, Fort Lauderdale, SE 25th St (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.1371	26.0914	_	591016	
8/19/2017 16:30	8/19/2017 16:30	Tracking	0	0	0	7 / On / Valid	Off	Off	Opened	40% / 3.8v	_	32.0c	"FL, Fort Lauderdale, State Hwy 5 (Customer Daimler Passengers: Mercedes-Benz of Ft. Lauderdale (USA))"	-80.137	26.0914	10	591016	
